,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,APPL_DATETIME,DATE_BIRTH
116762,0,Cash loans,M,Y,N,225000,1190340,60466.5,1125000,Higher education,House / apartment,0.031329,2,12/8/2017 13:26,30-05-1960
82158,0,Cash loans,F,N,N,135000,1288350,37800,1125000,Secondary / secondary special,House / apartment,0.00702,2,9/18/2016 1:05,21-08-1973
90378,0,Cash loans,F,N,Y,95400,528633,27121.5,472500,Secondary / secondary special,House / apartment,0.006296,3,3/22/2015 19:40,21-05-1989
50676,0,Cash loans,F,N,N,225000,710640,80370,675000,Higher education,House / apartment,0.04622,1,9/7/2018 21:04,6/3/1966
97047,0,Cash loans,M,Y,Y,180000,866916,28093.5,621000,Secondary / secondary special,House / apartment,0.022625,2,3/26/2017 9:15,6/8/1953
190122,0,Cash loans,M,Y,Y,126000,332946,17127,238500,Higher education,House / apartment,0.022625,2,2/11/2018 19:19,27-01-1962
121955,1,Cash loans,F,Y,N,135000,646920,25195.5,540000,Secondary / secondary special,House / apartment,0.020713,3,3/17/2016 23:35,27-02-1950
116262,0,Cash loans,M,Y,N,180000,450000,21888,450000,Higher education,House / apartment,0.015221,2,11/4/2015 3:56,25-12-1979
110636,0,Cash loans,M,Y,Y,135000,894766.5,29700,679500,Secondary / secondary special,House / apartment,0.020246,3,5/2/2015 21:52,11/8/1952
170314,0,Cash loans,M,Y,N,189000,755190,36459,675000,Secondary / secondary special,House / apartment,0.011657,1,3/20/2016 11:11,19-01-1953
128280,0,Cash loans,F,N,Y,81000,1035000,42844.5,1035000,Secondary / secondary special,House / apartment,0.035792,2,4/28/2018 19:51,3/2/1992
124042,0,Cash loans,F,N,Y,90000,495000,48352.5,495000,Secondary / secondary special,House / apartment,0.026392,2,2/4/2017 20:23,28-10-1961
62953,0,Cash loans,F,N,N,180000,728460,44694,675000,Secondary / secondary special,Municipal apartment,0.009549,2,11/17/2018 16:09,8/6/1969
141056,0,Cash loans,F,N,Y,144000,677664,34731,585000,Secondary / secondary special,House / apartment,0.031329,2,11/27/2018 3:09,2/8/1963
95125,0,Cash loans,F,N,Y,67500,71955,7137,67500,Secondary / secondary special,House / apartment,0.018634,2,4/20/2017 13:47,20-10-1992
144327,0,Cash loans,F,N,N,202500,315666,29079,292500,Higher education,House / apartment,0.006207,2,2/26/2018 5:30,12/12/1976
51362,0,Revolving loans,F,Y,Y,112500,247500,12375,247500,Incomplete higher,House / apartment,0.010643,2,12/28/2018 8:39,29-06-1952
68725,0,Cash loans,F,N,Y,157500,675000,22437,675000,Secondary / secondary special,House / apartment,0.026392,2,11/15/2018 8:52,4/7/1965
54713,0,Cash loans,F,N,Y,225000,1042560,34587,900000,Secondary / secondary special,House / apartment,0.04622,1,7/12/2017 10:22,8/5/1984
149509,0,Cash loans,M,Y,Y,157500,1078200,34911,900000,Secondary / secondary special,House / apartment,0.019689,2,11/13/2016 15:54,21-05-1952
172210,0,Cash loans,F,N,N,225000,485640,33799.5,450000,Secondary / secondary special,House / apartment,0.072508,1,12/27/2016 15:28,28-10-1959
75997,0,Cash loans,F,N,N,126000,284400,20740.5,225000,Secondary / secondary special,With parents,0.002134,3,3/18/2016 3:28,1/7/1952
138669,0,Cash loans,F,N,N,225000,1288350,37795.5,1125000,Secondary / secondary special,House / apartment,0.018801,2,11/28/2015 19:15,13-02-1989
182954,0,Cash loans,F,Y,Y,225000,1285830,54607.5,1170000,Secondary / secondary special,House / apartment,0.018801,2,5/12/2018 0:01,30-06-1952
178166,0,Cash loans,F,Y,N,373500,1350000,39474,1350000,Higher education,House / apartment,0.020246,3,2/19/2018 0:31,23-10-1974
131375,0,Cash loans,F,N,Y,42750,117162,11718,103500,Secondary / secondary special,House / apartment,0.00712,2,9/25/2017 14:21,14-11-1990
148697,0,Cash loans,F,N,Y,157500,675000,45292.5,675000,Secondary / secondary special,House / apartment,0.018634,2,1/8/2015 10:31,20-04-1947
178396,0,Cash loans,F,N,N,54000,283500,17262,283500,Secondary / secondary special,With parents,0.006296,3,10/9/2017 17:11,26-06-1970
171803,0,Cash loans,M,Y,N,157500,147726,8478,130500,Secondary / secondary special,Municipal apartment,0.018801,2,4/28/2018 8:46,28-11-1961
66473,0,Revolving loans,F,Y,N,180000,540000,27000,540000,Secondary / secondary special,House / apartment,0.00496,2,10/23/2016 23:00,3/5/1972
119225,0,Cash loans,M,Y,Y,270000,502497,28975.5,454500,Higher education,House / apartment,0.019101,2,9/30/2017 6:51,13-01-1963
153394,0,Cash loans,M,N,Y,90000,157500,6934.5,157500,Secondary / secondary special,House / apartment,0.0105,3,11/27/2017 7:27,4/6/1951
172783,0,Cash loans,M,Y,Y,112500,151272,5562,99000,Higher education,House / apartment,0.009175,2,12/13/2017 22:15,26-10-1966
59430,0,Revolving loans,F,Y,N,180000,270000,13500,270000,Secondary / secondary special,House / apartment,0.019689,2,8/20/2017 7:24,22-09-1950
184395,0,Cash loans,F,N,N,180000,521280,26779.5,450000,Secondary / secondary special,With parents,0.018801,2,5/13/2016 13:46,20-11-1962
194596,0,Cash loans,M,Y,Y,216000,98910,7164,90000,Incomplete higher,House / apartment,0.00702,2,3/9/2017 7:48,21-05-1961
176902,0,Cash loans,M,Y,Y,157500,472500,22860,472500,Secondary / secondary special,House / apartment,0.015221,2,6/13/2018 15:00,27-05-1963
135887,0,Cash loans,F,N,Y,90000,536917.5,23778,463500,Secondary / secondary special,House / apartment,0.008625,2,12/13/2015 0:46,25-10-1960
53656,0,Cash loans,M,Y,Y,202500,1305000,51885,1305000,Incomplete higher,House / apartment,0.011657,1,7/24/2016 13:01,15-07-1987
59246,0,Cash loans,F,N,Y,90000,728460,38808,675000,Secondary / secondary special,House / apartment,0.028663,2,8/29/2018 4:49,11/3/1979
141838,0,Cash loans,M,N,N,292500,568800,15772.5,450000,Higher education,House / apartment,0.014464,2,10/7/2015 16:00,27-04-1986
137323,0,Cash loans,F,N,Y,76500,312768,16965,270000,Secondary / secondary special,House / apartment,0.032561,1,12/2/2015 16:57,21-07-1951
99599,1,Cash loans,M,N,Y,202500,395388,42709.5,355500,Secondary / secondary special,House / apartment,0.00733,2,9/21/2017 12:10,2/10/1950
118105,0,Cash loans,M,Y,N,135000,225000,19242,225000,Secondary / secondary special,House / apartment,0.0228,2,3/24/2015 21:07,6/10/1973
190107,0,Cash loans,F,N,Y,135000,742500,29574,742500,Secondary / secondary special,House / apartment,0.015221,2,5/29/2016 4:54,6/8/1963
103800,0,Revolving loans,M,Y,Y,121500,337500,16875,337500,Secondary / secondary special,House / apartment,0.030755,2,10/22/2015 20:55,14-01-1957
83331,0,Cash loans,F,N,N,180000,553806,28404,495000,Secondary / secondary special,Municipal apartment,0.04622,1,1/20/2018 4:06,25-08-1984
142477,0,Cash loans,F,N,Y,157500,747000,21969,747000,Lower secondary,House / apartment,0.010006,2,6/11/2017 23:47,28-06-1952
51402,0,Cash loans,M,Y,N,270000,868797,32328,702000,Secondary / secondary special,House / apartment,0.025164,2,9/1/2017 9:20,20-03-1986
158040,0,Cash loans,F,Y,N,135000,900000,35694,900000,Higher education,House / apartment,0.007305,3,4/26/2016 15:03,14-04-1962
163660,0,Cash loans,F,N,Y,225000,532345.5,29853,481500,Secondary / secondary special,House / apartment,0.010147,2,9/24/2018 1:40,1/11/1984
104843,0,Cash loans,F,N,N,90000,472500,13671,472500,Secondary / secondary special,House / apartment,0.028663,2,9/18/2018 5:18,28-03-1956
166385,0,Cash loans,F,N,N,180000,166810.5,17644.5,144000,Secondary / secondary special,With parents,0.006629,2,7/26/2015 19:50,2/6/1988
79072,0,Cash loans,F,N,N,162000,1056636,31023,882000,Higher education,House / apartment,0.010643,2,4/3/2015 12:02,10/11/1963
100278,0,Cash loans,F,N,Y,135000,113760,7731,90000,Secondary / secondary special,House / apartment,0.018029,3,3/19/2015 23:58,26-07-1951
159692,1,Cash loans,F,Y,N,135000,649462.5,25884,580500,Higher education,House / apartment,0.008625,2,7/12/2018 22:24,2/8/1990
170019,0,Revolving loans,M,N,Y,202500,337500,16875,337500,Secondary / secondary special,House / apartment,0.022625,2,5/7/2015 8:17,23-12-1987
138676,0,Cash loans,M,N,Y,400500,790830,57676.5,675000,Secondary / secondary special,House / apartment,0.016612,2,7/19/2016 11:46,21-08-1980
180109,0,Cash loans,M,Y,Y,144000,1293502.5,35698.5,1129500,Secondary / secondary special,House / apartment,0.035792,2,3/26/2016 4:32,7/10/1951
47631,0,Cash loans,F,N,N,315000,1755000,55107,1755000,Higher education,House / apartment,0.04622,1,4/20/2016 10:33,9/2/1958
92269,0,Cash loans,F,N,Y,348750,1288350,41562,1125000,Higher education,House / apartment,0.072508,1,7/18/2017 5:59,28-03-1961
148682,0,Cash loans,F,N,N,175500,319500,17460,319500,Secondary / secondary special,With parents,0.028663,2,10/17/2017 2:27,26-01-1979
133506,0,Cash loans,M,N,Y,225000,956574,43357.5,855000,Higher education,House / apartment,0.008866,2,7/24/2015 7:40,20-07-1980
138820,0,Revolving loans,F,Y,N,225000,675000,33750,675000,Secondary / secondary special,House / apartment,0.035792,2,9/15/2015 11:30,22-11-1989
147345,0,Cash loans,F,N,Y,121500,675000,19867.5,675000,Secondary / secondary special,House / apartment,0.001417,2,9/25/2017 1:27,4/3/1962
193785,0,Cash loans,F,N,N,202500,540000,19966.5,540000,Higher education,With parents,0.0228,2,10/7/2017 2:00,7/11/1978
49238,0,Cash loans,M,N,Y,103500,229230,15448.5,202500,Secondary / secondary special,House / apartment,0.035792,2,12/31/2015 14:47,19-11-1992
119434,0,Cash loans,M,Y,N,292500,701730,75573,675000,Secondary / secondary special,Office apartment,0.010276,2,2/23/2015 3:20,16-10-1977
126632,0,Cash loans,F,N,N,54000,545040,19575,450000,Secondary / secondary special,House / apartment,0.020246,3,9/15/2017 11:13,2/5/1953
144486,0,Cash loans,F,N,Y,193500,1090926,46350,1003500,Secondary / secondary special,House / apartment,0.008625,2,1/6/2018 19:53,6/6/1961
114513,0,Cash loans,M,N,N,130500,239850,24705,225000,Higher education,House / apartment,0.01885,2,1/3/2015 13:43,20-08-1990
77927,0,Cash loans,F,N,Y,180000,411813,19939.5,355500,Secondary / secondary special,House / apartment,0.025164,2,3/12/2015 2:28,6/8/1952
99192,0,Cash loans,M,N,Y,35100,71955,7879.5,67500,Secondary / secondary special,House / apartment,0.01885,2,7/30/2015 18:50,26-05-1963
45277,0,Cash loans,M,Y,Y,1125000,1218555,84937.5,1125000,Higher education,House / apartment,0.032561,1,4/18/2015 8:50,3/8/1980
100956,0,Cash loans,F,N,Y,126000,463284,16771.5,382500,Secondary / secondary special,House / apartment,0.018634,2,7/21/2018 22:43,21-09-1964
193083,0,Cash loans,M,N,N,117000,381096,30109.5,301500,Secondary / secondary special,House / apartment,0.025164,2,1/23/2017 3:25,2/10/1954
155622,0,Cash loans,M,Y,Y,94500,604152,25726.5,540000,Secondary / secondary special,House / apartment,0.031329,2,8/29/2018 8:47,15-10-1955
50150,0,Cash loans,M,N,Y,81000,640080,29970,450000,Secondary / secondary special,House / apartment,0.00712,2,5/9/2018 20:05,21-11-1956
144335,0,Cash loans,F,N,N,180000,387000,40765.5,387000,Secondary / secondary special,House / apartment,0.014464,2,2/28/2017 2:26,3/7/1964
96898,0,Cash loans,F,N,Y,144000,1339884,36976.5,1170000,Secondary / secondary special,House / apartment,0.010032,2,1/30/2015 23:11,16-10-1958
156591,0,Cash loans,M,Y,N,180000,132444,13032,117000,Secondary / secondary special,House / apartment,0.00733,2,6/27/2017 18:51,12/10/1957
137509,0,Cash loans,F,Y,Y,90000,495000,18472.5,495000,Higher education,House / apartment,0.028663,2,8/25/2017 17:26,2/12/1949
181848,0,Cash loans,F,N,N,90000,454500,21865.5,454500,Secondary / secondary special,Office apartment,0.018634,2,1/18/2015 5:03,23-09-1978
73790,1,Cash loans,M,N,Y,135000,755190,36459,675000,Secondary / secondary special,House / apartment,0.002042,3,9/23/2018 11:32,30-10-1961
47203,0,Cash loans,M,Y,N,292500,675000,49401,675000,Secondary / secondary special,House / apartment,0.007305,3,2/13/2016 6:15,3/4/1952
114011,0,Revolving loans,F,Y,N,112500,225000,11250,225000,Higher education,House / apartment,0.035792,2,5/23/2016 19:19,30-11-1994
197101,0,Cash loans,M,Y,N,315000,630000,40261.5,630000,Higher education,House / apartment,0.072508,1,1/21/2018 13:18,16-10-1981
85744,0,Cash loans,F,N,Y,202500,1113840,47322,900000,Higher education,House / apartment,0.006852,3,1/19/2016 12:47,23-09-1970
185744,0,Cash loans,F,N,N,157500,573628.5,27724.5,463500,Secondary / secondary special,House / apartment,0.006629,2,9/27/2018 9:05,25-07-1951
146883,0,Cash loans,F,N,Y,135000,754740,24475.5,630000,Secondary / secondary special,House / apartment,0.019101,2,11/24/2017 2:41,8/5/1960
137618,0,Cash loans,M,N,Y,225000,675000,53329.5,675000,Secondary / secondary special,House / apartment,0.01452,2,5/1/2015 23:07,15-02-1971
116966,0,Cash loans,F,N,Y,67500,95940,9472.5,90000,Secondary / secondary special,House / apartment,0.018029,3,6/17/2016 11:17,19-06-1991
117655,0,Cash loans,F,N,Y,90000,213948,13927.5,189000,Secondary / secondary special,House / apartment,0.010032,2,3/27/2018 19:18,2/11/1993
145970,0,Cash loans,M,Y,N,270000,544491,15916.5,454500,Secondary / secondary special,House / apartment,0.018801,2,4/3/2017 12:55,30-01-1992
87869,0,Cash loans,M,Y,N,81000,180000,11142,180000,Secondary / secondary special,House / apartment,0.018209,3,12/20/2015 13:52,31-07-1963
66499,0,Cash loans,F,N,Y,189000,775327.5,32850,693000,Secondary / secondary special,House / apartment,0.02461,2,3/19/2015 8:57,24-02-1957
119347,0,Cash loans,F,Y,Y,202500,993082.5,39514.5,913500,Secondary / secondary special,House / apartment,0.02461,2,12/27/2017 13:37,15-04-1989
91057,0,Cash loans,F,Y,N,157500,108000,8662.5,108000,Secondary / secondary special,With parents,0.028663,2,1/11/2018 0:42,25-03-1981
190536,0,Cash loans,M,N,Y,157500,537322.5,39231,486000,Secondary / secondary special,House / apartment,0.020246,3,3/26/2017 16:26,16-01-1964
90721,0,Cash loans,F,N,Y,315000,942300,30528,675000,Secondary / secondary special,House / apartment,0.04622,1,1/24/2018 12:34,21-02-1965
102282,0,Cash loans,F,N,N,112500,573628.5,27724.5,463500,Higher education,House / apartment,0.04622,1,12/21/2018 9:30,6/9/1962
92393,0,Cash loans,F,Y,N,391500,1260000,36108,1260000,Higher education,House / apartment,0.04622,1,8/29/2018 11:08,5/9/1951
75423,0,Revolving loans,F,N,Y,90000,247500,12375,247500,Secondary / secondary special,House / apartment,0.010643,2,2/28/2018 22:14,11/11/1969
66594,0,Cash loans,M,Y,Y,130500,679500,27076.5,679500,Secondary / secondary special,House / apartment,0.010147,2,9/28/2016 8:18,22-07-1961
187460,0,Cash loans,F,N,Y,180000,817560,29493,675000,Secondary / secondary special,House / apartment,0.005084,2,11/25/2017 23:58,19-05-1963
143484,0,Cash loans,F,Y,Y,135000,1293502.5,35698.5,1129500,Secondary / secondary special,House / apartment,0.031329,2,5/27/2017 9:33,16-02-1962
124039,0,Cash loans,F,N,Y,405000,850500,24997.5,850500,Higher education,House / apartment,0.026392,2,5/30/2017 17:47,3/10/1990
164461,0,Cash loans,F,N,Y,189000,855000,36355.5,855000,Secondary / secondary special,House / apartment,0.018634,2,8/29/2015 16:05,14-10-1951
137536,0,Cash loans,M,Y,Y,270000,1534554,44869.5,1201500,Secondary / secondary special,House / apartment,0.072508,1,5/13/2015 9:40,19-03-1991
67985,0,Cash loans,M,Y,Y,135000,360000,36886.5,360000,Higher education,House / apartment,0.04622,1,6/23/2017 3:29,9/3/1994
72114,0,Cash loans,F,N,N,315000,521280,20524.5,450000,Higher education,House / apartment,0.019101,2,8/10/2015 6:59,4/5/1957
57262,0,Cash loans,F,N,Y,117000,601470,32760,450000,Secondary / secondary special,House / apartment,0.006305,3,10/13/2015 21:40,2/8/1978
116443,0,Cash loans,F,Y,Y,270000,855882,36391.5,765000,Higher education,House / apartment,0.0228,2,1/30/2016 19:59,26-01-1989
169001,1,Cash loans,F,N,N,90000,448056,21015,315000,Secondary / secondary special,With parents,0.035792,2,10/6/2017 13:11,4/8/1995
118660,0,Cash loans,F,N,N,180000,548775,28543.5,508500,Secondary / secondary special,House / apartment,0.003813,2,6/16/2018 20:30,1/7/1966
110885,0,Cash loans,M,Y,Y,144000,343377,22486.5,283500,Higher education,House / apartment,0.016612,2,6/2/2016 8:49,3/7/1986
128004,0,Cash loans,F,Y,N,78750,1762110,48586.5,1575000,Higher education,House / apartment,0.018029,3,4/8/2016 22:26,11/6/1992
178347,0,Cash loans,M,N,N,112500,354276,16515,292500,Secondary / secondary special,House / apartment,0.009334,2,2/23/2018 20:38,28-11-1974
193737,0,Cash loans,F,N,Y,157500,225000,11074.5,225000,Secondary / secondary special,House / apartment,0.026392,2,1/21/2015 19:18,23-07-1960
108492,0,Revolving loans,M,Y,N,135000,180000,9000,180000,Secondary / secondary special,House / apartment,0.015221,2,10/10/2018 7:04,17-07-1980
183838,1,Cash loans,F,N,Y,157500,508495.5,21672,454500,Secondary / secondary special,House / apartment,0.007114,2,4/3/2015 5:21,10/12/1972
180006,0,Cash loans,M,Y,N,315000,1546020,44437.5,1350000,Secondary / secondary special,House / apartment,0.025164,2,6/10/2016 10:31,8/8/1949
105476,0,Revolving loans,F,N,N,90000,202500,10125,202500,Secondary / secondary special,House / apartment,0.035792,2,6/3/2015 2:45,15-06-1956
62165,0,Cash loans,F,N,Y,90000,254700,24939,225000,Secondary / secondary special,House / apartment,0.025164,2,3/3/2018 10:19,20-09-1958
89916,0,Cash loans,F,N,Y,67500,370629,11637,306000,Secondary / secondary special,House / apartment,0.010966,2,1/2/2015 8:56,14-06-1989
108396,1,Revolving loans,F,N,Y,112500,180000,9000,180000,Secondary / secondary special,Rented apartment,0.010147,2,5/8/2015 16:42,9/11/1957
46152,0,Cash loans,M,N,Y,135000,225000,20767.5,225000,Secondary / secondary special,House / apartment,0.026392,2,1/29/2015 6:50,27-08-1951
191982,0,Cash loans,M,N,Y,94500,225000,10489.5,225000,Secondary / secondary special,House / apartment,0.010966,2,11/12/2017 20:24,4/3/1981
91873,0,Revolving loans,F,N,Y,90000,405000,20250,405000,Secondary / secondary special,House / apartment,0.028663,2,5/19/2016 5:41,29-05-1994
98515,0,Cash loans,M,N,N,81000,135000,7321.5,135000,Secondary / secondary special,House / apartment,0.018209,3,6/23/2015 0:01,9/7/1961
55654,0,Cash loans,M,N,N,112500,511920,14800.5,405000,Secondary / secondary special,House / apartment,0.003541,1,6/29/2015 13:32,18-12-1947
91314,0,Cash loans,M,N,Y,247500,640764,20799,459000,Secondary / secondary special,House / apartment,0.035792,2,9/17/2018 16:18,16-11-1952
93288,0,Cash loans,F,Y,Y,112500,640080,31131,450000,Secondary / secondary special,House / apartment,0.004849,2,10/28/2018 5:02,26-04-1965
194176,0,Cash loans,F,N,Y,67500,74182.5,5292,67500,Secondary / secondary special,House / apartment,0.005313,2,1/13/2018 21:09,16-11-1990
54502,0,Cash loans,F,N,Y,148500,916470,26928,765000,Higher education,House / apartment,0.018634,2,12/10/2016 12:09,29-07-1964
195028,0,Cash loans,F,N,Y,252000,969579,32175,837000,Secondary / secondary special,House / apartment,0.007114,2,12/29/2016 12:23,10/2/1983
95322,1,Cash loans,F,N,N,900000,790830,57546,675000,Secondary / secondary special,House / apartment,0.035792,2,2/14/2015 8:14,16-03-1966
181921,0,Cash loans,F,N,Y,90000,454500,25375.5,454500,Higher education,House / apartment,0.019101,2,9/7/2016 0:06,18-05-1961
108301,0,Cash loans,M,N,Y,234000,1350000,39474,1350000,Secondary / secondary special,House / apartment,0.026392,2,5/21/2017 16:36,10/9/1969
73220,0,Cash loans,M,N,N,202500,1350000,37125,1350000,Higher education,House / apartment,0.02461,2,4/1/2016 8:16,16-03-1950
96737,0,Cash loans,M,Y,Y,360000,1125000,62820,1125000,Higher education,House / apartment,0.072508,1,12/10/2017 18:09,26-04-1984
46988,0,Cash loans,M,Y,Y,252000,675000,41427,675000,Higher education,House / apartment,0.015221,2,9/23/2015 21:51,7/11/1987
